title,nbre_entrees,id,distributeur,country,genre,date,budget,public,durée,Name1,Name2,year,month,week,season
Les Chemins de la liberté,391619,11735,Metropolitan,Etats-Unis,Drame,2011-01-26,30000000,Tous publics,119,1,5,2011,1,4,1
Requiem pour une tueuse,80872,11736,Studiocanal,France,Thriller,2011-02-23,7098709,Tous publics,91,2,3,2011,2,8,1
The Dark Knight Rises,1835547,11743,Warner Bros.,Etats-Unis,Comicbook,2012-07-25,250000000,Tous publics,165,10,14,2012,7,30,3
Le Discours d'un roi,494161,11744,Wild Bunch,Grande-Bretagne,Drame,2011-02-02,15000000,Tous publics,118,10,3,2011,2,5,1
Footloose (2011),977,11748,Paramount,Etats-Unis,Musical,2011-12-21,24000000,Tous publics,113,1,7,2011,12,51,4
Le Mytho,126302,11775,Sony Pictures,Etats-Unis,Romance,2011-03-23,80000000,Tous publics,110,8,8,2011,3,12,1
Sans identité,381577,11776,Studiocanal,Etats-Unis,Thriller,2011-02-03,27045082,Tous publics,109,5,6,2011,2,5,1
Le Dilemne,6450,11777,Universal,Etats-Unis,Comédie,2011-11-05,70000000,Tous publics,118,15,6,2011,11,44,4
Sex Friends,395113,11778,Paramount,Etats-Unis,Romance,2011-02-16,25000000,Tous publics,110,4,5,2011,2,7,1
"Zookeeper, le héros des animaux",73107,11784,Sony Pictures,Etats-Unis,Comédie,2011-08-17,80000000,Tous publics,104,1,8,2011,8,33,3
Sur la piste du Marsupilami,1728270,11794,Pathé,France,Film familial,2012-04-04,39376399,Tous publics,105,5,5,2012,4,14,2
Le Complexe du Castor,91336,11801,SND,Etats-Unis,Comédie dramatique,2011-05-25,19000000,Tous publics,91,2,11,2011,5,21,2
Le Monde de Barney,12134,11802,Océan Films,Canada,Comédie dramatique,2011-07-09,30000000,Tous publics,132,4,6,2011,7,27,3
La Fille du puisatier,468552,11807,Pathé,France,Drame,2011-04-20,12500041,Tous publics,109,8,4,2011,4,16,2
Rabbit Hole,39380,11822,Haut et Court,Etats-Unis,Drame,2011-04-13,5000000,Tous publics,92,3,14,2011,4,15,2
La Peau que j'habite,210313,11827,Pathé,Espagne,Drame,2011-08-17,10000000,Tous publics,117,5,12,2011,8,33,3
L'Elève Ducobu,353369,11828,UGC Distribution,France,Film familial,2011-06-22,9575946,Tous publics,96,1,3,2011,6,25,2
Titeuf,367541,11830,Pathé,France,Adaptation BD,2011-06-04,15000000,Tous publics,87,3,2,2011,6,22,2
De l'eau pour les éléphants,289166,11831,20th Century Fox,Etats-Unis,Drame,2011-04-05,38000000,Tous publics,115,7,8,2011,4,14,2
Le Chat Potté,1089789,11833,Paramount,Etats-Unis,Animation 3D,2011-11-30,130000000,Tous publics,91,4,4,2011,11,48,4
"Crazy, Stupid, Love",226931,11835,Warner Bros.,Etats-Unis,Comédie,2011-09-14,50000000,Tous publics,107,7,9,2011,9,37,3
Gnoméo & Juliette,199928,11856,Walt Disney Pictures,Etats-Unis,Animation 3D,2011-02-16,36000000,Tous publics,84,6,7,2011,2,7,1
Le Casse de Central Park,97963,11857,Universal,Etats-Unis,Comédie,2011-11-23,75000000,Tous publics,104,12,8,2011,11,47,4
Le Flingueur (2011),122671,11860,Metropolitan,Etats-Unis,Aventure - Action,2011-06-04,40000000,Moins de 12 ans,100,6,9,2011,6,22,2
La Défense Lincoln,111204,11903,Metropolitan,Etats-Unis,Drame,2011-05-25,40000000,Tous publics,119,3,8,2011,5,21,2
Hugo Cabret,371751,11906,Metropolitan,Etats-Unis,Film familial,2011-12-14,170000000,Tous publics,127,10,2,2011,12,50,4
Sherlock Holmes 2 : Jeu d'ombres,981375,11907,Warner Bros.,Etats-Unis,Aventure - Action,2012-01-25,125000000,Tous publics,128,10,12,2012,1,4,1
Votre Majesté,4897,11909,Universal,Etats-Unis,Comédie,2011-07-09,49900000,Tous publics,102,7,5,2011,7,27,3
Bad Teacher,397304,11946,Sony Pictures,Etats-Unis,Comédie,2011-07-27,20000000,Tous publics,92,5,4,2011,7,30,3
Minuit à Paris,545601,11957,Mars Distribution,Etats-Unis,Romance,2011-11-05,30000000,Tous publics,94,13,12,2011,11,44,4
L'Aigle de la Neuvième légion,124506,11965,Metropolitan,Etats-Unis,Péplum,2011-04-05,25000000,Tous publics,114,5,3,2011,4,14,2
Limitless,340043,11983,Gaumont,Etats-Unis,Thriller,2011-08-06,27000000,Tous publics,105,4,24,2011,8,31,3
La Proie (2011),180220,12003,Studiocanal,France,Thriller,2011-04-13,8897409,Moins de 12 ans,102,2,2,2011,4,15,2
Resident Evil: Retribution,265993,12009,Metropolitan,Etats-Unis,Aventure - Action,2012-09-26,65000000,Moins de 12 ans,128,8,6,2012,9,39,3
Beginners,51334,12039,MK2 Diffusion,Etats-Unis,Drame,2011-06-15,3200000,Tous publics,104,3,16,2011,6,24,2
Nouveau Départ,264147,12048,20th Century Fox,Etats-Unis,Comédie dramatique,2012-04-18,50000000,Tous publics,124,4,24,2012,4,16,2
Insidious,193688,12062,Wild Bunch,Etats-Unis,Horreur,2011-06-15,1500000,Moins de 12 ans,98,5,4,2011,6,24,2
Trust,51239,12063,Metropolitan,Etats-Unis,Drame,2012-01-18,4000000,Tous publics,105,2,9,2012,1,3,1
Warrior,100169,12092,Metropolitan,Etats-Unis,Aventure - Action,2011-09-14,30000000,Tous publics,140,4,2,2011,9,37,3
Les Immortels,210005,12093,Metropolitan,Etats-Unis,Péplum,2011-11-23,75000000,Tous publics,110,1,4,2011,11,47,4
Skyfall,1839220,12100,Sony Pictures,Grande-Bretagne,Aventure - Action,2012-10-26,200000000,Tous publics,143,8,11,2012,10,43,4
Astérix et Obélix: Au service de sa Majesté,1132279,12104,Wild Bunch,France,Comédie,2012-10-17,61239780,Tous publics,109,4,2,2012,10,42,4
Identité Secrète,295438,12105,Metropolitan,Etats-Unis,Aventure - Action,2011-09-28,35000000,Tous publics,106,4,6,2011,9,39,3
The Artist,443269,12106,Warner Bros.,France,Comédie dramatique,2011-12-10,13473753,Tous publics,100,4,3,2011,12,49,4
Le Gamin au vélo,107763,12107,Diaphana,France,Comédie dramatique,2011-05-18,5840000,Tous publics,87,4,6,2011,5,20,2
Carnage,179370,12114,Wild Bunch,France,Comédie dramatique,2011-07-12,25000000,Tous publics,80,4,8,2011,7,28,3
Mes meilleures amies,222753,12169,Universal,Etats-Unis,Comédie,2011-10-08,32500000,Tous publics,125,5,4,2011,10,40,4
Rhum Express,58749,12179,Metropolitan,Etats-Unis,Aventure - Action,2011-11-30,45000000,Tous publics,120,9,5,2011,11,48,4
Fright Night,107771,12183,Walt Disney Pictures,Etats-Unis,Fantasy,2011-09-14,30000000,Moins de 12 ans,106,11,4,2011,9,37,3
Melancholia,116437,12185,Films du Losange,Danemark,Science Fiction,2011-10-08,7010000,Tous publics,130,4,7,2011,10,40,4
Drive,467609,12187,Le Pacte,Etats-Unis,Aventure - Action,2011-05-10,15000000,Moins de 12 ans,95,1,4,2011,5,19,2
Bienvenue à Monte-Carlo,2151,12209,20th Century Fox,Etats-Unis,Romance,2011-08-24,20000000,Tous publics,109,1,1,2011,8,34,3
This Must Be the Place,71045,12210,ARP Selection,France,Drame,2011-08-24,22400584,Tous publics,118,7,6,2011,8,34,3
Le Hobbit : un voyage inattendu,1434119,12213,Warner Bros.,Etats-Unis,Fantasy,2012-12-12,250000000,Tous publics,165,9,4,2012,12,50,4
Le Moine,101021,12214,Diaphana,France,Thriller,2011-07-13,9839557,Tous publics,101,1,10,2011,7,28,3
Le Hobbit : la Bataille des Cinq Armées,1789196,12218,Warner Bros.,Etats-Unis,Fantasy,2014-10-12,250000000,Tous publics,144,9,4,2014,10,41,4
Comment tuer son Boss ?,245150,12226,Warner Bros.,Etats-Unis,Comédie,2011-08-17,35000000,Tous publics,100,11,8,2011,8,33,3
J. Edgar,627624,12232,Warner Bros.,Etats-Unis,Drame,2012-11-01,35000000,Tous publics,137,21,19,2012,11,44,4
"Johnny English, le retour",184368,12234,Studiocanal,Grande-Bretagne,Comédie,2011-10-19,45000000,Tous publics,101,4,6,2011,10,42,4
A Dangerous Method,149627,12235,Mars Distribution,Grande-Bretagne,Drame,2011-12-21,20000000,Tous publics,99,6,10,2011,12,51,4
Les Marches du Pouvoir,282054,12236,Metropolitan,Etats-Unis,Drame,2011-10-26,37000000,Tous publics,102,9,19,2011,10,43,4
Sexe entre amis,233815,12240,Sony Pictures,Etats-Unis,Comédie,2011-07-09,35000000,Tous publics,120,5,4,2011,7,27,3
Tu seras mon fils,259225,12252,Universal,France,Drame,2011-08-24,5410227,Tous publics,102,2,3,2011,8,34,3
Un monstre à Paris,330502,12256,EuropaCorp,France,Animation,2011-12-10,28219969,Tous publics,82,2,5,2011,12,49,4
L'Incroyable histoire de Winter le dauphin,78953,12267,Warner Bros.,Etats-Unis,Film familial,2011-02-11,37000000,Tous publics,113,7,7,2011,2,6,1
Killer Elite,161843,12279,UGC Distribution,Etats-Unis,Thriller,2011-10-26,70000000,Tous publics,100,11,1,2011,10,43,4
John Carter,475960,12280,Walt Disney Pictures,Etats-Unis,Science Fiction,2012-07-03,250000000,Tous publics,140,2,4,2012,7,27,3
Le Stratège,77846,12281,Sony Pictures,Etats-Unis,Drame,2011-11-16,47000000,Tous publics,126,6,7,2011,11,46,4
Dream House,152900,12282,Warner Bros.,Etats-Unis,Thriller,2011-05-10,50000000,Tous publics,91,3,11,2011,5,19,2
Echange standard,89384,12290,Universal,Etats-Unis,Comédie,2011-12-28,52000000,Tous publics,101,6,11,2011,12,52,4
Mais comment font les femmes ?,128970,12292,SND,Etats-Unis,Comédie,2011-09-21,24000000,Tous publics,95,5,12,2011,9,38,3
Prometheus,812356,12293,20th Century Fox,Etats-Unis,Science Fiction,2012-05-30,150000000,Moins de 12 ans,123,18,10,2012,5,22,2
La Couleur des sentiments,279906,12295,Walt Disney Pictures,Etats-Unis,Drame,2011-10-26,25000000,Tous publics,137,6,9,2011,10,43,4
Ghost Rider 2 : L'esprit de vengeance,276210,12303,SND,Etats-Unis,Comicbook,2012-02-15,75000000,Tous publics,105,9,7,2012,2,7,1
Killing Fields,52175,12305,Metropolitan,Etats-Unis,Thriller,2011-12-28,28000000,Tous publics,109,6,4,2011,12,52,4
The Descendants,286081,12320,20th Century Fox,Etats-Unis,Comédie dramatique,2012-01-25,35000000,Tous publics,115,2,19,2012,1,4,1
Dos au mur,156939,12322,Studiocanal,Etats-Unis,Thriller,2012-02-15,42000000,Tous publics,102,2,5,2012,2,7,1
Time Out,441450,12327,20th Century Fox,Etats-Unis,Science Fiction,2011-11-23,40000000,Tous publics,109,3,4,2011,11,47,4
Jack et Julie,54296,12328,Sony Pictures,Etats-Unis,Comédie,2012-01-25,79000000,Tous publics,91,8,8,2012,1,4,1
La Taupe,277172,12329,Steward,Grande-Bretagne,Thriller,2012-08-02,17490238,Tous publics,127,10,4,2012,8,31,3
Intouchables,2126545,12364,Gaumont,France,Comédie,2011-02-11,9611412,Tous publics,112,2,5,2011,2,6,1
La Délicatesse,222101,12367,Studiocanal,France,Romance,2011-12-21,7000000,Tous publics,108,6,6,2011,12,51,4
Young Adult,84715,12369,Paramount,Etats-Unis,Comédie dramatique,2012-03-28,12000000,Tous publics,94,6,9,2012,3,13,1
(S)ex List,95712,12370,20th Century Fox,Etats-Unis,Comédie,2011-05-10,20000000,Tous publics,108,5,6,2011,5,19,2
The Big Year,311,12371,20th Century Fox,Etats-Unis,Comédie,2012-09-19,57000000,Tous publics,100,2,13,2012,9,38,3
50/50,15199,12372,Metropolitan,Etats-Unis,Comédie dramatique,2011-11-16,8000000,Tous publics,99,4,4,2011,11,46,4
Margaret,503,12373,20th Century Fox,Etats-Unis,Drame,2012-08-29,14000000,Tous publics,149,5,24,2012,8,35,3
L'Ombre du mal,13549,12374,Universal,Etats-Unis,Thriller,2012-06-20,26000000,Tous publics,103,1,4,2012,6,25,2
Le Pacte,253128,12385,SND,Etats-Unis,Thriller,2012-04-01,30000000,Tous publics,108,9,4,2012,4,13,2
Extrêmement fort et incroyablement près,134454,12387,Warner Bros.,Etats-Unis,Drame,2012-02-29,70000000,Tous publics,129,3,13,2012,2,9,1
Effraction (2011),101567,12408,Metropolitan,Etats-Unis,Thriller,2012-07-18,35000000,Moins de 12 ans,91,10,17,2012,7,29,3
Margin Call,130532,12412,ARP Selection,Etats-Unis,Thriller,2012-02-05,3500000,Tous publics,109,3,3,2012,2,5,1
Dark Shadows,676890,12418,Warner Bros.,Etats-Unis,Fantasy,2012-09-05,150000000,Tous publics,112,17,19,2012,9,36,3
The Dictator,411656,12419,20th Century Fox,Etats-Unis,Comédie,2012-06-20,65000000,Tous publics,83,3,6,2012,6,25,2
Rock Forever,55252,12420,Warner Bros.,Etats-Unis,Musical,2012-11-07,75000000,Tous publics,123,2,2,2012,11,45,4
Contrebande,96382,12424,Universal,Etats-Unis,Thriller,2012-05-16,41000000,Tous publics,110,2,22,2012,5,20,2
CloClo,1006479,12427,Studiocanal,France,Comédie dramatique,2012-03-14,19814271,Tous publics,148,2,3,2012,3,11,1
Le Lorax,242645,12428,Universal,Etats-Unis,Animation 3D,2012-07-18,70000000,Tous publics,95,5,5,2012,7,29,3
Total Recall - Mémoires Programmées,551476,12430,Sony Pictures,Etats-Unis,Science Fiction,2012-08-15,125000000,Tous publics,121,3,9,2012,8,33,3
La Colère des Titans,363480,12431,Warner Bros.,Etats-Unis,Péplum,2012-03-28,150000000,Tous publics,99,2,12,2012,3,13,1
Sécurité rapprochée,326572,12435,Universal,Etats-Unis,Thriller,2012-02-22,85000000,Tous publics,116,3,14,2012,2,8,1
Le Territoire des Loups,176547,12436,Metropolitan,Etats-Unis,Thriller,2012-02-29,35000000,Moins de 12 ans,117,3,13,2012,2,9,1
Blanche-Neige et le chasseur,706260,12465,Universal,Etats-Unis,Fantasy,2012-06-13,170000000,Tous publics,126,4,9,2012,6,24,2
Elles (2012),41491,12467,Haut et Court,France,Drame,2012-01-02,3530000,Moins de 12 ans,96,2,3,2012,1,1,1
Hunger Games,509426,12475,Metropolitan,Etats-Unis,Fantasy,2012-03-21,78000000,Tous publics,142,3,12,2012,3,12,1
My Week With Marilyn,102244,12500,Studiocanal,Grande-Bretagne,Drame,2012-04-04,10000000,Tous publics,99,10,3,2012,4,14,2
Piégée,92437,12501,UGC Distribution,Etats-Unis,Thriller,2012-11-07,23000000,Tous publics,93,15,10,2012,11,45,4
Target (2012),186074,12503,20th Century Fox,Etats-Unis,Aventure - Action,2012-03-21,65000000,Tous publics,97,5,6,2012,3,12,1
G.I. Joe : Conspiration,437058,12504,Paramount,Etats-Unis,Aventure - Action,2013-03-27,130000000,Tous publics,111,10,10,2013,3,13,1
Baby-Sitter malgré lui,485,12505,20th Century Fox,Etats-Unis,Comédie,2012-06-13,25000000,Tous publics,100,4,3,2012,6,24,2
Albert Nobbs,41237,12521,Chrysalis Films,Etats-Unis,Drame,2012-02-22,8000000,Tous publics,117,5,5,2012,2,8,1
Django Unchained,1128810,12529,Sony Pictures,Etats-Unis,Western,2013-01-16,100000000,Moins de 12 ans,165,8,19,2013,1,3,1
Expendables 2: unité spéciale,935219,12530,Metropolitan,Etats-Unis,Aventure - Action,2012-08-22,100000000,Moins de 12 ans,102,6,12,2012,8,34,3
Jack le tueur de géants,300004,12541,Warner Bros.,Etats-Unis,Fantasy,2013-03-27,195000000,Tous publics,110,9,16,2013,3,13,1
"Peace, Love et plus si affinités",6771,12571,Universal,Etats-Unis,Comédie,2012-05-30,35000000,Tous publics,98,4,5,2012,5,22,2
Hansel et Gretel,357266,12574,Paramount,Etats-Unis,Fantasy,2013-06-03,50000000,Moins de 12 ans,88,3,4,2013,6,23,2
Du plomb dans la tête,98210,12587,Metropolitan,Etats-Unis,Aventure - Action,2013-02-27,40000000,Moins de 12 ans,91,5,12,2013,2,9,1
Ce qui vous attend si vous attendez un enfant,210052,12589,Metropolitan,Etats-Unis,Comédie,2012-06-20,40000000,Tous publics,110,5,5,2012,6,25,2
World War Z,1209900,12596,Paramount,Etats-Unis,Aventure - Action,2013-03-07,190000000,Moins de 12 ans,116,7,12,2013,3,10,1
Moonrise Kingdom,212003,12599,Studiocanal,Etats-Unis,Comédie dramatique,2012-05-16,16000000,Tous publics,94,6,7,2012,5,20,2
L'Amour dure trois ans,325748,12602,EuropaCorp,France,Comédie,2012-01-18,6710000,Tous publics,98,1,4,2012,1,3,1
Comme un chef,171863,12634,Gaumont,France,Comédie,2012-07-03,10000000,Tous publics,85,1,2,2012,7,27,3
Le Fils de l'autre,88017,12635,Haut et Court,France,Comédie dramatique,2012-04-04,2700000,Tous publics,110,2,4,2012,4,14,2
Taken 2,1231066,12641,EuropaCorp,France,Thriller,2012-03-10,37112087,Tous publics,98,4,13,2012,3,10,1
Je te promets,153285,12645,Sony Pictures,Etats-Unis,Drame,2012-05-16,30000000,Tous publics,104,5,3,2012,5,20,2
Le Prénom,1086313,12646,Pathé,France,Comédie,2012-04-25,11029596,Tous publics,109,2,3,2012,4,17,2
"Les Pirates ! Bons à rien, Mauvais en tout",175826,12648,Sony Pictures,Etats-Unis,Animation 3D,2012-03-28,55000000,Tous publics,88,5,5,2012,3,13,1
Killer Joe,61091,12675,Pyramide,Etats-Unis,Thriller,2012-05-09,10000000,Moins de 12 ans,103,4,11,2012,5,19,2
Les Cinq légendes,571590,12676,Paramount,Etats-Unis,Animation 3D,2012-11-28,145000000,Tous publics,97,6,11,2012,11,48,4
Les Croods,500528,12688,20th Century Fox,Etats-Unis,Animation 3D,2013-10-04,135000000,Tous publics,99,9,5,2013,10,40,4
Les Adieux à la reine,165380,12690,Ad vitam,France,Drame,2012-03-21,7500000,Tous publics,100,5,6,2012,3,12,1
Riddick,254478,12695,Metropolitan,Etats-Unis,Science Fiction,2013-09-18,38000000,Moins de 12 ans,119,1,14,2013,9,38,3
Frankenweenie,326230,12703,Walt Disney Pictures,Etats-Unis,Animation,2012-10-31,39000000,Tous publics,87,17,2,2012,10,44,4
"Moi, moche et méchant 2",1418855,12705,Universal,Etats-Unis,Animation 3D,2013-06-26,76000000,Tous publics,98,5,10,2013,6,26,2
Lone Ranger,544062,12715,Walt Disney Pictures,Etats-Unis,Western,2013-07-08,215000000,Tous publics,135,9,19,2013,7,28,3
Fast & Furious 6,1546806,12716,Universal,Etats-Unis,Aventure - Action,2013-05-22,160000000,Tous publics,130,5,14,2013,5,21,2
Voisins du troisième type,130825,12726,20th Century Fox,Etats-Unis,Comédie,2012-12-09,68000000,Tous publics,102,4,8,2012,12,49,4
Jusqu'à ce que la fin du monde nous sépare,69082,12727,SND,Etats-Unis,Comédie,2012-08-08,10000000,Tous publics,94,7,7,2012,8,32,3
Ted,418035,12728,Universal,Etats-Unis,Comédie,2012-10-10,50000000,Tous publics,107,2,2,2012,10,41,4
Hunger Games - L'embrasement,1425123,12735,Metropolitan,Etats-Unis,Fantasy,2013-11-27,130000000,Tous publics,146,7,6,2013,11,48,4
De rouille et d'os,651578,12744,UGC Distribution,France,Drame,2012-05-17,15550182,Tous publics,115,5,12,2012,5,20,2
Cosmopolis,134570,12745,Stone Angels,Canada,Drame,2012-05-25,14799988,Tous publics,108,6,8,2012,5,21,2
Magic Mike,132498,12747,ARP Selection,Etats-Unis,Comédie,2012-08-15,7000000,Tous publics,110,15,10,2012,8,33,3
Lady Vegas - Les Mémoires d'une joueuse,16256,12751,Wild Bunch,Etats-Unis,Comédie dramatique,2012-08-08,20000000,Tous publics,93,7,17,2012,8,32,3
L'Etrange pouvoir de Norman,137124,12753,Universal,Etats-Unis,Animation 3D,2012-08-22,25000000,Tous publics,87,5,5,2012,8,34,3
Looper,424568,12771,SND,Etats-Unis,Science Fiction,2012-10-31,30000000,Tous publics,118,5,9,2012,10,44,4
Savages,216929,12776,Pathé,Etats-Unis,Thriller,2012-09-26,45000000,Moins de 12 ans,130,10,13,2012,9,39,3
Les Âmes Vagabondes,219775,12778,Metropolitan,Etats-Unis,Science Fiction,2013-04-17,44000000,Tous publics,124,3,6,2013,4,16,2
5 ans de réflexion,18229,12779,Universal,Etats-Unis,Comédie,2012-01-08,30000000,Tous publics,124,6,8,2012,1,1,1
Sammy 2,227490,12786,Studiocanal,Belgique,Animation 3D,2012-08-15,25000000,Tous publics,92,6,3,2012,8,33,3
Vous n'avez encore rien vu,71849,12788,Studiocanal,France,Comédie dramatique,2012-09-26,7244369,Tous publics,115,1,5,2012,9,39,3
Thérèse Desqueyroux (2012),228534,12789,UGC Distribution,France,Drame,2012-11-21,10201788,Tous publics,110,2,3,2012,11,47,4
Gatsby le Magnifique (2013),760438,12790,Warner Bros.,Etats-Unis,Drame,2013-05-15,127000000,Tous publics,143,5,19,2013,5,20,2
Hôtel Transylvanie,427257,12805,Sony Pictures,Etats-Unis,Animation 3D,2013-02-13,85000000,Tous publics,91,6,10,2013,2,7,1
Man of Steel,1054552,12820,Warner Bros.,Etats-Unis,Comicbook,2013-06-19,225000000,Tous publics,143,5,8,2013,6,25,2
Sur la route,150754,12827,MK2 Diffusion,Etats-Unis,Drame,2012-05-23,19281935,Tous publics,137,2,9,2012,5,21,2
40 ans : mode d'emploi,125161,12828,Universal,Etats-Unis,Comédie,2013-03-13,35000000,Tous publics,133,5,5,2013,3,11,1
Cogan : Killing Them Softly,125555,12829,Metropolitan,Etats-Unis,Thriller,2012-05-12,15000000,Moins de 12 ans,104,6,3,2012,5,19,2
Gangster Squad,305704,12830,Warner Bros.,Etats-Unis,Thriller,2013-06-02,60000000,Moins de 12 ans,113,4,9,2013,6,22,2
Paperboy,92532,12838,Metropolitan,Etats-Unis,Thriller,2012-10-17,12500000,Moins de 12 ans,108,3,11,2012,10,42,4
Argo,365701,12841,Warner Bros.,Etats-Unis,Thriller,2012-07-11,44500000,Tous publics,119,11,11,2012,7,28,3
Les Misérables (2013),127909,12850,Universal,Etats-Unis,Musical,2013-02-13,61000000,Tous publics,157,3,11,2013,2,7,1
360,27743,12858,Wild Bunch,Grande-Bretagne,Drame,2012-07-25,10923517,Tous publics,110,1,9,2012,7,30,3
Holy Motors,61441,12880,Films du Losange,France,Drame,2012-04-07,4520584,Tous publics,115,1,1,2012,4,14,2
Hunger Games - La Révolte : Partie 1,1538201,12882,Metropolitan,Etats-Unis,Fantasy,2014-11-19,125000000,Tous publics,125,7,6,2014,11,47,4
Hunger Games – La Révolte : Partie 2,1231013,12883,Metropolitan,Etats-Unis,Fantasy,2015-11-18,160000000,Tous publics,137,7,6,2015,11,47,4
Associés contre le crime,208173,12886,Studiocanal,France,Comédie,2012-08-22,9445387,Tous publics,104,2,5,2012,8,34,3
"Moi, député",67259,12889,Warner Bros.,Etats-Unis,Comédie,2012-08-29,50000000,Tous publics,97,9,6,2012,8,35,3
Tous les espoirs sont permis,127872,12896,Metropolitan,Etats-Unis,Comédie dramatique,2012-10-10,30000000,Tous publics,99,7,8,2012,10,41,4
Jack Reacher,642306,12898,Paramount,Etats-Unis,Aventure - Action,2012-12-26,60000000,Tous publics,131,5,24,2012,12,52,4
Flight,274127,12899,Paramount,Etats-Unis,Drame,2013-02-13,31000000,Tous publics,138,10,14,2013,2,7,1
A perdre la raison,55339,12901,Films du Losange,Belgique,Drame,2012-08-22,6100000,Tous publics,114,2,3,2012,8,34,3
Le Monde fantastique d’Oz,788437,12913,Walt Disney Pictures,Etats-Unis,Fantasy,2013-03-13,215000000,Tous publics,127,12,8,2013,3,11,1
After Earth,548418,12914,Sony Pictures,Etats-Unis,Science Fiction,2013-05-06,130000000,Tous publics,100,9,16,2013,5,19,2
