title,nbre_entrees,id,distributeur,country,genre,date,budget,public,durée,Name1,Name2,year,month,week,season
Fréquence Interdite,117703,2513,Metropolitan,Etats-Unis,Thriller,2000-02-08,31000000,Tous publics,108,2,3,2000,2,6,1
Les Chemins de la dignité,101151,2522,UFD,Etats-Unis,Aventure - Action,2001-02-05,32000000,Tous publics,128,11,5,2001,2,6,1
Je rêvais de l'Afrique,116200,2523,Columbia,Etats-Unis,Drame,2000-05-24,34000000,Tous publics,114,3,2,2000,5,21,2
Scènes de crimes,71063,2524,Rezo Films,France,Thriller,2000-03-15,3500000,Moins de 12 ans,100,1,7,2000,3,11,1
Memento,73805,2525,UFD,Etats-Unis,Thriller,2000-11-10,5000000,Tous publics,116,10,4,2000,11,45,4
Titan A.E.,89534,2526,UFD,Etats-Unis,Animation,2000-10-18,75000000,Tous publics,86,4,24,2000,10,42,4
High Fidelity,57785,2534,GBVI,Etats-Unis,Romance,2000-06-09,20000000,Tous publics,104,7,13,2000,6,23,2
Six-Pack,85185,2536,Pathé,France,Thriller,2000-04-26,6900000,Moins de 12 ans,110,3,1,2000,4,17,2
Piège fatal,99165,2537,Bac Films,Etats-Unis,Aventure - Action,2000-07-06,36000000,PG,104,3,11,2000,7,27,3
Presque célèbre,80831,2541,Columbia,Etats-Unis,Comédie,2001-03-21,60000000,Tous publics,123,4,4,2001,3,12,1
Wonder Boys,73817,2546,Warner Bros.,Etats-Unis,Drame,2001-10-01,35000000,Tous publics,110,3,11,2001,10,40,4
Nurse Betty,80705,2548,Lolistar,Etats-Unis,Romance,2000-08-30,24000000,Tous publics,112,3,3,2000,8,35,3
L'Echange (2001),75740,2552,Pathé,Etats-Unis,Aventure - Action,2001-04-04,80000000,Tous publics,135,1,11,2001,4,14,2
La Coupe d'or,45586,2553,Films sans frontières,Etats-Unis,Drame,2000-09-13,15000000,Tous publics,126,2,5,2000,9,37,3
"Battlefield Earth, Terre champ de bataille",54845,2555,Warner Bros.,Etats-Unis,Science Fiction,2000-06-14,73000000,PG,116,4,3,2000,6,24,2
Un monde meilleur,58190,2556,Pathé,Etats-Unis,Drame,2001-02-28,40000000,Tous publics,123,2,8,2001,2,9,1
Peines d'amour perdues,42169,2559,Pathé,Grande-Bretagne,Musical,2001-01-24,13000000,Tous publics,93,10,7,2001,1,4,1
Way of the Gun,62485,2563,SND,Etats-Unis,Thriller,2000-06-12,21000000,Moins de 12 ans,119,5,8,2000,6,24,2
L'Elue,70357,2566,SND,Etats-Unis,Thriller,2000-10-18,40000000,Moins de 12 ans,107,3,7,2000,10,42,4
L'Enfer du devoir,66707,2567,UIP,Etats-Unis,Aventure - Action,2000-09-20,50000000,Tous publics,127,4,8,2000,9,38,3
Manipulations,62009,2568,Inconnu,Etats-Unis,Drame,2001-02-05,9000000,Tous publics,126,9,3,2001,2,6,1
"Eh mec, elle est où ma caisse ?",64071,2577,UFD,Etats-Unis,Comédie,2001-04-18,13000000,Tous publics,84,4,5,2001,4,16,2
L'Ombre du vampire,52613,2586,Inconnu,Etats-Unis,Horreur,2000-11-29,8000000,Tous publics,93,4,5,2000,11,48,4
Pollock,13892,2593,Columbia,Etats-Unis,Drame,2003-10-09,6000000,PG,123,3,5,2003,10,41,4
En toute complicité,46366,2600,Inconnu,Etats-Unis,Thriller,2000-05-31,28000000,Tous publics,88,1,2,2000,5,22,2
De si jolis chevaux,28139,2605,Inconnu,Etats-Unis,Western,2001-06-06,45000000,Tous publics,116,3,10,2001,6,23,2
Little Nicky,37961,2610,Inconnu,Etats-Unis,Comédie,2000-11-22,80000000,Tous publics,90,6,3,2000,11,47,4
Mon chien Skip,26526,2611,Inconnu,Etats-Unis,Film familial,2000-08-16,7000000,PG,94,1,7,2000,8,33,3
Code inconnu,22174,2612,MK2 Diffusion,France,Drame,2000-11-15,6160000,Tous publics,117,2,8,2000,11,46,4
Le Bon numéro,30543,2614,Inconnu,Etats-Unis,Comédie,2001-01-08,65000000,Tous publics,105,6,13,2001,1,2,1
Duos d'un jour,7576,2617,CTV International,Etats-Unis,Comédie,2001-10-01,21000000,Tous publics,112,4,5,2001,10,40,4
Les Initiés,17676,2619,Inconnu,Etats-Unis,Thriller,2000-06-09,9000000,Tous publics,125,2,11,2000,6,23,2
Mais qui a tué Mona ?,9389,2624,Inconnu,Etats-Unis,Comédie,2001-08-15,16000000,Tous publics,95,3,5,2001,8,33,3
Un amour infini,11383,2632,Bac Films,Etats-Unis,Romance,2001-04-25,35000000,Tous publics,106,4,11,2001,4,17,2
Black and White,5421,2638,Columbia,Etats-Unis,Musical,2000-11-29,12000000,Tous publics,98,7,2,2000,11,48,4
Les Aventures de Rocky et Bullwinkle,5436,2645,UIP,Etats-Unis,Film familial,2000-11-22,76000000,Tous publics,92,11,2,2000,11,47,4
Hamlet (2000),3197,2647,Bac Films,Etats-Unis,Drame,2000-12-27,2000000,Tous publics,112,1,3,2000,12,52,4
Où le cœur nous mène,1946,2654,UFD,Etats-Unis,Comédie,2001-05-16,15000000,Tous publics,120,3,5,2001,5,20,2
Supernova,585,2667,Inconnu,Etats-Unis,Science Fiction,2000-06-09,60000000,Tous publics,90,5,2,2000,6,23,2
Citizen Welles,550,2668,Opening Dist.,Etats-Unis,Drame,2000-06-12,12000000,Tous publics,83,2,6,2000,6,24,2
Astérix et Obélix contre César,2718443,2704,Pathé,France,Comédie,1999-03-02,41900000,Tous publics,109,2,12,1999,3,9,1
Tarzan,1435561,2705,GBVI,Etats-Unis,Animation,1999-11-24,150000000,Tous publics,88,5,4,1999,11,47,4
Sixième sens,1463152,2706,GBVI,Etats-Unis,Thriller,2000-05-01,55000000,Moins de 12 ans,107,9,17,2000,5,18,2
La Menace fantôme,2257203,2707,UFD,Etats-Unis,Fantasy,1999-10-13,115000000,Tous publics,133,4,16,1999,10,41,4
Matrix,1778279,2708,Warner Bros.,Etats-Unis,Science Fiction,1999-06-23,63000000,Tous publics,136,5,7,1999,6,25,2
Toy Story 2,926962,2709,GBVI,Etats-Unis,Animation 3D,2000-02-02,90000000,Tous publics,92,5,1,2000,2,5,1
Coup de foudre à Notting Hill,1270698,2710,Universal,Etats-Unis,Romance,1999-08-18,42000000,Tous publics,123,3,12,1999,8,33,3
Le Monde ne suffit pas,1260169,2711,UIP,Grande-Bretagne,Aventure - Action,1999-01-12,100000000,Tous publics,128,3,12,1999,1,2,1
La Momie,1013707,2712,UIP,Etats-Unis,Aventure - Action,1999-07-21,80000000,Tous publics,125,4,7,1999,7,29,3
Wild Wild West,1344413,2713,Warner Bros.,Etats-Unis,Western,1999-04-08,170000000,Tous publics,104,7,16,1999,4,14,2
American Beauty,349269,2714,UIP,Etats-Unis,Drame,2000-02-02,12500000,Tous publics,122,8,8,2000,2,5,1
Jeanne d'Arc,1017149,2715,GBVI,France,Aventure - Action,1999-10-27,54900000,Tous publics,160,9,6,1999,10,43,4
Haute voltige,616881,2717,UFD,Etats-Unis,Aventure - Action,1999-05-19,66000000,Tous publics,113,3,4,1999,5,20,2
American Pie,203854,2718,Pathé,Etats-Unis,Comédie,1999-08-12,11000000,Tous publics,95,5,3,1999,8,32,3
Sleepy Hollow,816121,2719,Pathé,Etats-Unis,Fantasy,2000-09-02,70000000,Moins de 12 ans,105,17,19,2000,9,35,3
Just married (ou presque),569132,2722,GBVI,Etats-Unis,Romance,1999-08-12,70000000,Tous publics,116,6,8,1999,8,32,3
Tout sur ma mère,314417,2723,Pathé,Espagne,Drame,1999-05-19,4790000,Tous publics,100,5,10,1999,5,20,2
Stuart Little,682400,2724,Columbia,Etats-Unis,Film familial,2000-12-04,103000000,Tous publics,92,5,4,2000,12,49,4
La Ligne verte,312772,2725,UIP,Etats-Unis,Drame,2000-01-03,60000000,Moins de 12 ans,189,2,23,2000,1,1,1
Eyes Wide Shut,612882,2727,Warner Bros.,Etats-Unis,Drame,1999-09-15,65000000,Tous publics,159,1,24,1999,9,37,3
La Neuvième porte,499344,2729,Bac Films,France,Thriller,1999-08-25,27440000,Tous publics,132,4,19,1999,8,34,3
La Fin des temps,511835,2732,Metropolitan,Etats-Unis,Aventure - Action,1999-12-15,83000000,Moins de 12 ans,124,2,11,1999,12,50,4
Le 13ème guerrier,496127,2734,Metropolitan,Etats-Unis,Aventure - Action,1999-08-18,85000000,Tous publics,112,5,12,1999,8,33,3
Mafia Blues,350629,2735,Warner Bros.,Etats-Unis,Comédie,1999-09-29,30000000,Tous publics,103,6,24,1999,9,39,3
"Austin Powers 2, l'espion qui m'a tirée",494479,2739,Metropolitan,Etats-Unis,Comédie,1999-10-27,33000000,Tous publics,95,9,6,1999,10,43,4
Fight Club,381606,2740,UFD,Etats-Unis,Aventure - Action,1999-10-11,63000000,Moins de 16 ans,135,8,12,1999,10,41,4
Anna et le roi,283551,2741,UFD,Etats-Unis,Romance,2000-01-26,65000000,Tous publics,148,4,8,2000,1,4,1
Hantise,430531,2742,UIP,Etats-Unis,Horreur,1999-10-27,80000000,Tous publics,113,5,13,1999,10,43,4
"South Park, le film",249819,2743,Warner Bros.,Etats-Unis,Animation,1999-08-25,21000000,Moins de 12 ans,81,9,3,1999,8,34,3
Une bouteille à la mer,235258,2744,Pathé,Etats-Unis,Romance,1999-06-30,30000000,Tous publics,126,6,1,1999,6,26,2
Peur bleue,401309,2746,Warner Bros.,Etats-Unis,Aventure - Action,2000-01-19,85000000,Moins de 12 ans,104,5,14,2000,1,3,1
Jugé coupable,307535,2747,Warner Bros.,Etats-Unis,Thriller,1999-04-21,55000000,Tous publics,126,21,7,1999,4,16,2
Les Rois du désert,328142,2752,Warner Bros.,Etats-Unis,Aventure - Action,2000-02-23,48000000,Tous publics,115,7,19,2000,2,8,1
Double jeu,311398,2753,UIP,Etats-Unis,Aventure - Action,2000-05-04,40000000,Tous publics,105,1,8,2000,5,18,2
L'Ombre d'un soupçon,355510,2754,Columbia,Etats-Unis,Romance,1999-10-11,64000000,Tous publics,132,4,15,1999,10,41,4
Thomas Crown,324195,2757,UIP,Etats-Unis,Aventure - Action,1999-09-22,60000000,Tous publics,105,5,12,1999,9,38,3
Dans la peau de John Malkovich,124550,2759,Universal,Etats-Unis,Comédie,1999-08-12,13000000,Tous publics,112,4,13,1999,8,32,3
A tombeau ouvert,242364,2764,GBVI,Etats-Unis,Drame,2000-12-04,32000000,Moins de 12 ans,121,10,17,2000,12,49,4
8MM,260642,2766,Columbia,Etats-Unis,Thriller,1999-10-03,40000000,Moins de 16 ans,123,10,17,1999,10,39,4
Les Enfants du siècle,170106,2773,Bac Films,France,Drame,1999-09-22,14500000,Tous publics,135,2,8,1999,9,38,3
Le Talentueux Mr. Ripley,207595,2776,Bac Films,Etats-Unis,Drame,2000-08-03,40000000,Tous publics,134,3,24,2000,8,31,3
La Maison de l'horreur,185095,2777,SND,Etats-Unis,Horreur,2000-01-26,19000000,Moins de 12 ans,90,3,3,2000,1,4,1
Le Déshonneur d'Elizabeth Campbell,200935,2778,UIP,Etats-Unis,Aventure - Action,1999-09-29,60000000,Moins de 12 ans,116,6,13,1999,9,39,3
L'Enfer du dimanche,227763,2780,Warner Bros.,Etats-Unis,Aventure - Action,2000-12-04,55000000,Tous publics,145,10,13,2000,12,49,4
Bone Collector,191343,2782,Columbia,Etats-Unis,Thriller,2000-01-26,65000000,Moins de 12 ans,118,6,14,2000,1,4,1
Instinct,156166,2783,GBVI,Etats-Unis,Thriller,1999-07-21,55000000,Tous publics,125,9,5,1999,7,29,3
Révélations,196830,2786,GBVI,Etats-Unis,Thriller,2000-03-15,68000000,Tous publics,158,5,11,2000,3,11,1
Une vie à deux,161639,2788,Warner Bros.,Etats-Unis,Romance,2000-05-24,50000000,Tous publics,95,5,4,2000,5,21,2
Flic de haut vol,140162,2789,Columbia,Etats-Unis,Aventure - Action,1999-11-17,36000000,Tous publics,94,3,7,1999,11,46,4
Stigmata,155343,2793,UIP,Etats-Unis,Horreur,2000-01-19,32000000,Moins de 12 ans,102,2,2,2000,1,3,1
Vent de folie,170276,2795,UIP,Etats-Unis,Romance,1999-07-28,40000000,Tous publics,106,11,13,1999,7,30,3
En direct sur EdTV,86057,2796,UIP,Etats-Unis,Comédie,1999-06-16,60000000,Tous publics,123,15,11,1999,6,24,2
Magnolia,78808,2798,Metropolitan,Etats-Unis,Drame,2000-01-03,37000000,Tous publics,184,5,24,2000,1,1,1
Big Daddy,141577,2806,Columbia,Etats-Unis,Comédie,1999-09-22,34200000,Tous publics,93,8,8,1999,9,38,3
Aussi profond que l'océan,80986,2816,Columbia,Etats-Unis,Drame,1999-05-05,40000000,Tous publics,107,1,2,1999,5,18,2
Le Géant de fer,24336,2822,Warner Bros.,Etats-Unis,Animation,1999-08-12,48000000,Tous publics,85,4,8,1999,8,32,3
"Bowfinger, roi d'Hollywood",152111,2824,UIP,Etats-Unis,Comédie,1999-10-11,55000000,Tous publics,98,4,4,1999,10,41,4
Prémonitions (1999),94485,2827,UIP,Etats-Unis,Thriller,1999-04-21,30000000,Moins de 12 ans,100,4,12,1999,4,16,2
Un mari idéal,66094,2832,Pyramide,Grande-Bretagne,Romance,1999-12-15,14000000,Tous publics,100,5,3,1999,12,50,4
College attitude,86808,2833,UFD,Etats-Unis,Romance,1999-07-14,26000000,Tous publics,107,7,6,1999,7,28,3
Man on the Moon,80668,2837,Warner Bros.,Etats-Unis,Comédie,2000-03-15,52000000,Tous publics,117,1,13,2000,3,11,1
Dogma,96736,2840,Bac Films,Etats-Unis,Comédie,2000-01-19,10000000,Tous publics,130,2,11,2000,1,3,1
Personne n'est parfait(e),124457,2845,Bac Films,Etats-Unis,Drame,2000-03-15,27000000,Tous publics,112,10,24,2000,3,11,1
Arlington Road,100318,2846,Universal,Etats-Unis,Thriller,1999-04-21,21500000,Tous publics,117,9,3,1999,4,16,2
Lake Placid,97951,2848,Pathé,Etats-Unis,Horreur,2000-05-07,27000000,Tous publics,100,4,3,2000,5,18,2
Premier regard,68875,2853,UIP,Etats-Unis,Drame,1999-02-06,40000000,Tous publics,128,1,5,1999,2,5,1
"L'Œuvre de Dieu, la part du Diable",68605,2857,Bac Films,Etats-Unis,Drame,2000-03-22,24000000,Tous publics,131,10,7,2000,3,12,1
La Fin d'une liaison,36513,2862,Columbia,Etats-Unis,Drame,2000-05-04,23000000,Tous publics,102,4,12,2000,5,18,2
L'Homme bicentenaire,82272,2864,Columbia,Etats-Unis,Science Fiction,2000-03-15,90000000,Tous publics,132,8,6,2000,3,11,1
Summer of Sam,66228,2870,Opening Dist.,Etats-Unis,Thriller,2000-05-01,22000000,Moins de 12 ans,142,9,3,2000,5,18,2
Le Célibataire,64795,2872,Metropolitan,Etats-Unis,Romance,2000-08-16,21000000,Tous publics,98,2,1,2000,8,33,3
Une vie volée,57980,2873,Columbia,Etats-Unis,Drame,2000-03-29,24000000,Tous publics,127,10,14,2000,3,13,1
10 bonnes raisons de te larguer,46583,2877,GBVI,Etats-Unis,Romance,2000-07-19,16000000,Tous publics,97,1,8,2000,7,29,3
Le Corrupteur,65010,2879,Metropolitan,Etats-Unis,Thriller,1999-07-14,45000000,Moins de 12 ans,105,2,22,1999,7,28,3
Première sortie,53478,2887,Inconnu,Etats-Unis,Comédie,2000-05-24,35000000,Tous publics,102,2,4,2000,5,21,2
Les Cendres d'Angela,54235,2892,UIP,Etats-Unis,Drame,2000-03-22,25000000,Tous publics,148,1,4,2000,3,12,1
Intrusion,46296,2893,Metropolitan,Etats-Unis,Thriller,1999-11-17,34000000,Tous publics,104,9,9,1999,11,46,4
Belles à mourir,34607,2897,Inconnu,Etats-Unis,Comédie,2000-02-02,10000000,Tous publics,95,4,2,2000,2,5,1
"Jakob, le menteur",29776,2904,Inconnu,Etats-Unis,Drame,1999-10-20,45000000,Tous publics,120,2,4,1999,10,42,4
Galaxy Quest,7309,2932,Inconnu,Etats-Unis,Comédie,2000-04-10,60000000,Tous publics,102,2,6,2000,4,15,2
Pour l'amour du jeu,9744,2941,UIP,Etats-Unis,Romance,2000-06-14,50000000,Tous publics,137,12,9,2000,6,24,2
Dick - Les coulisses de la présidence,158,2984,Columbia,Etats-Unis,Comédie,1999-11-17,13000000,Tous publics,94,4,11,1999,11,46,4
Le Dîner de cons,1157996,3038,GBVI,France,Comédie,1998-04-15,12500000,Tous publics,80,3,2,1998,4,16,2
Taxi,795989,3040,ARP Selection,France,Braquage,1998-08-04,8100000,Tous publics,86,2,12,1998,8,32,3
Armageddon,1217814,3042,GBVI,Etats-Unis,Science Fiction,1998-05-08,140000000,Tous publics,150,12,17,1998,5,19,2
Il faut sauver le soldat Ryan,1057672,3044,UIP,Etats-Unis,Guerre,1998-09-30,70000000,Tous publics,170,22,23,1998,9,40,3
Le Prince d'Egypte,998779,3045,UIP,Etats-Unis,Animation,1998-12-16,80000000,Tous publics,99,1,13,1998,12,51,4
Mary à tout prix,619731,3046,UFD,Etats-Unis,Comédie,1998-10-11,25000000,Tous publics,119,11,8,1998,10,41,4
Le Masque de Zorro,844801,3047,Columbia,Etats-Unis,Aventure - Action,1998-10-14,65000000,Tous publics,137,8,12,1998,10,42,4
L'Arme fatale 4,1154667,3048,Warner Bros.,Etats-Unis,Aventure - Action,1998-07-22,140000000,Moins de 12 ans,120,5,11,1998,7,30,3
1001 pattes,654270,3049,GBVI,Etats-Unis,Animation 3D,1999-10-02,120000000,Tous publics,96,5,8,1999,10,39,4
L'Homme qui murmurait à l'oreille des chevaux,511833,3050,GBVI,Etats-Unis,Romance,1998-02-09,60000000,Tous publics,160,5,5,1998,2,7,1
Godzilla,1127486,3051,Columbia,Etats-Unis,Aventure - Action,1998-09-16,125000000,Tous publics,140,9,8,1998,9,38,3
L'Homme au masque de fer,633588,3052,UIP,Etats-Unis,Aventure - Action,1998-01-04,35000000,Tous publics,132,2,12,1998,1,1,1
Ennemi d'Etat,605801,3053,GBVI,Etats-Unis,Aventure - Action,1999-06-01,90000000,Tous publics,133,10,16,1999,6,22,2
Shakespeare in Love,192326,3055,UIP,Etats-Unis,Romance,1999-10-03,25000000,Tous publics,123,4,5,1999,10,39,4
Fourmiz,421717,3057,UIP,Etats-Unis,Animation 3D,1998-11-11,60000000,Tous publics,79,4,5,1998,11,46,4
The Faculty,407873,3058,Bac Films,Etats-Unis,Horreur,1999-02-06,15000000,Moins de 12 ans,101,12,4,1999,2,5,1
Chapeau melon et bottes de cuir,771939,3061,Warner Bros.,Etats-Unis,Aventure - Action,1998-08-19,60000000,Tous publics,89,1,12,1998,8,34,3
"Six jours, sept nuits",443256,3062,GBVI,Etats-Unis,Romance,1998-08-26,70000000,Tous publics,95,4,15,1998,8,35,3
Sexcrimes,553295,3063,Columbia,Etats-Unis,Thriller,1998-06-24,20000000,Tous publics,110,1,4,1998,6,26,2
Rush Hour,428156,3064,Metropolitan,Etats-Unis,Arts martiaux,1999-01-27,35000000,PG,95,12,5,1999,1,4,1
Dr. Dolittle,345146,3065,UFD,Etats-Unis,Film familial,1998-12-08,71500000,Tous publics,85,7,2,1998,12,50,4
Snake Eyes,474342,3068,GBVI,Etats-Unis,Aventure - Action,1998-10-11,73000000,Tous publics,98,7,17,1998,10,41,4
1 chance sur 2,430015,3069,UFD,France,Aventure - Action,1998-03-25,22170000,Tous publics,110,3,2,1998,3,13,1
Vous avez un message,405103,3070,Warner Bros.,Etats-Unis,Romance,1999-01-20,65000000,Tous publics,119,6,23,1999,1,3,1
La Cité des anges,460016,3071,Warner Bros.,Etats-Unis,Romance,1998-06-24,55000000,Tous publics,113,4,17,1998,6,26,2
Ma meilleure ennemie,275103,3074,Columbia,Etats-Unis,Romance,1999-10-02,50000000,Tous publics,125,8,5,1999,10,39,4
Ronin,391979,3075,UIP,Etats-Unis,Aventure - Action,1998-11-25,55000000,Tous publics,122,3,24,1998,11,48,4
Couvre-feu,336394,3079,UFD,Etats-Unis,Aventure - Action,1998-12-16,70000000,Tous publics,95,8,14,1998,12,51,4
La Ligne rouge,308299,3080,UFD,Etats-Unis,Guerre,1999-02-24,52000000,Tous publics,170,3,3,1999,2,8,1
Meurtre parfait,302701,3081,Warner Bros.,Etats-Unis,Thriller,1998-07-10,65000000,Tous publics,106,8,11,1998,7,28,3
Perdus dans l'espace,292054,3084,Metropolitan,Etats-Unis,Film familial,1998-09-12,80500000,Tous publics,130,3,4,1998,9,37,3
Celebrity,295558,3085,Bac Films,Etats-Unis,Comédie,1999-01-27,800000,Tous publics,110,13,19,1999,1,4,1
Rencontre avec Joe Black,288415,3086,UIP,Etats-Unis,Romance,1998-12-30,90000000,Tous publics,181,2,12,1998,12,53,4
The Big Lebowski,163979,3087,Polygram,Etats-Unis,Comédie,1998-04-22,15000000,Tous publics,117,10,6,1998,4,17,2
Docteur Patch,233396,3089,UIP,Etats-Unis,Comédie,1999-07-04,50000000,Tous publics,115,6,6,1999,7,26,3
Mon ami Joe,180954,3090,GBVI,Etats-Unis,Film familial,1999-06-30,75000000,Tous publics,114,1,9,1999,6,26,2
Sphere,299471,3091,Warner Bros.,Etats-Unis,Science Fiction,1998-03-25,80000000,Tous publics,133,5,3,1998,3,13,1
Very Bad Things,256549,3092,SND,Etats-Unis,Thriller,1999-02-17,30000000,Moins de 12 ans,100,9,13,1999,2,7,1
Hors d'atteinte,181957,3098,UIP,Etats-Unis,Thriller,1998-02-12,48000000,Tous publics,122,15,19,1998,2,7,1
Code Mercury,238948,3104,UIP,Etats-Unis,Aventure - Action,1998-04-29,60000000,Tous publics,111,3,8,1998,4,18,2
U.S. Marshals,269144,3109,Warner Bros.,Etats-Unis,Aventure - Action,1998-04-15,60000000,Tous publics,131,7,8,1998,4,16,2
"Halloween, 20 ans après",178846,3110,Bac Films,Etats-Unis,Horreur,1998-09-12,17000000,Moins de 12 ans,91,4,4,1998,9,37,3
Small Soldiers,188003,3111,UIP,Etats-Unis,Film familial,1998-10-21,40000000,Tous publics,110,1,7,1998,10,43,4
Alice et Martin,178013,3112,Bac Films,France,Drame,1998-04-11,9140000,Tous publics,120,6,8,1998,4,15,2
Blues Brothers 2000,169885,3113,UIP,Etats-Unis,Comédie,1998-05-20,28000000,Tous publics,123,2,2,1998,5,21,2
Dark City,150844,3117,Metropolitan,Etats-Unis,Fantasy,1998-05-20,27000000,PG,95,4,5,1998,5,21,2
Las Vegas Parano,112039,3125,Bac Films,Etats-Unis,Comédie,1998-08-19,18500000,Moins de 12 ans,118,4,8,1998,8,34,3
A tout jamais : une histoire de Cendrillon,129359,3131,UFD,Etats-Unis,Romance,1999-10-02,24500000,Tous publics,121,4,6,1999,10,39,4
Négociateur,172989,3132,Warner Bros.,Etats-Unis,Aventure - Action,1998-04-11,50000000,Tous publics,138,8,8,1998,4,15,2
Les Ensorceleuses,158188,3133,Warner Bros.,Etats-Unis,Romance,1999-03-17,60000000,Tous publics,103,5,13,1999,3,11,1
Mister G,145538,3134,GBVI,Etats-Unis,Comédie,1999-11-08,60000000,Tous publics,113,7,6,1999,11,45,4
A nous quatre,68923,3142,GBVI,Etats-Unis,Film familial,1999-03-31,55000000,Tous publics,128,5,7,1999,3,13,1
Demain on se marie,158516,3144,Metropolitan,Etats-Unis,Romance,1998-06-24,35000000,Tous publics,95,6,6,1998,6,26,2
Lolita,101032,3145,AMLF,Etats-Unis,Drame,1998-01-14,58000000,Moins de 12 ans,137,1,3,1998,1,3,1
Primary colors,71115,3164,UFD,Etats-Unis,Comédie,1998-05-13,65000000,Tous publics,143,4,13,1998,5,20,2
Les Joueurs,90742,3168,Bac Films,Etats-Unis,Drame,1999-06-01,12000000,Tous publics,120,3,4,1999,6,22,2
Au-delà de nos rêves,97946,3169,Polygram,Etats-Unis,Drame,1998-02-12,85000000,Tous publics,106,2,5,1998,2,7,1
Préjudice (1998),64543,3172,UIP,Etats-Unis,Aventure - Action,1999-04-28,60000000,Tous publics,115,4,8,1999,4,17,2
Pluie d'enfer,72506,3173,UFD,Etats-Unis,Aventure - Action,1998-06-05,70000000,Tous publics,93,7,3,1998,6,23,2
L'Ecole de la chair,80901,3174,Pyramide,France,Drame,1998-11-18,4700000,Tous publics,105,5,4,1998,11,47,4
Un plan simple,70916,3175,UFD,Etats-Unis,Thriller,1999-03-24,17000000,Tous publics,121,12,5,1999,3,12,1
Studio 54,66790,3178,Bac Films,Etats-Unis,Comédie,1999-07-14,13000000,Moins de 12 ans,105,4,6,1999,7,28,3
Psycho,71424,3179,UIP,Etats-Unis,Horreur,1999-01-27,20000000,Moins de 12 ans,104,5,2,1999,1,4,1
Un tueur pour cible,72867,3180,Columbia,Etats-Unis,Aventure - Action,1998-05-27,30000000,Moins de 12 ans,87,11,4,1998,5,22,2
Pleasantville,69250,3182,Metropolitan,Etats-Unis,Comédie,1999-02-17,40000000,Tous publics,114,6,3,1999,2,7,1
"Arnaques, crimes et botanique",44513,3184,Polygram,Grande-Bretagne,Thriller,1998-10-28,1350000,Tous publics,106,10,9,1998,10,44,4
D'une vie à l'autre,31755,3225,Metropolitan,Etats-Unis,Drame,1999-06-01,12000000,Tous publics,100,4,4,1999,6,22,2
Titanic,1743419,3359,UFD,Etats-Unis,Drame,1998-07-01,200000000,Tous publics,194,6,19,1998,7,27,3
Le Cinquième élément,1813448,3360,GBVI,France,Science Fiction,1997-07-05,75200000,Tous publics,126,9,6,1997,7,27,3
Men In Black,1629217,3361,Columbia,Etats-Unis,Science Fiction,1997-06-08,90000000,Tous publics,98,7,16,1997,6,23,2
Le Monde perdu,1992899,3363,UIP,Etats-Unis,Aventure - Action,1997-10-22,73000000,Tous publics,129,22,6,1997,10,43,4
Hercule,749436,3364,GBVI,Etats-Unis,Animation,1997-11-26,70000000,Tous publics,91,5,4,1997,11,48,4
Demain ne meurt jamais,1202360,3366,UIP,Grande-Bretagne,Aventure - Action,1997-12-17,110000000,Tous publics,115,3,12,1997,12,51,4
Le Bossu,473011,3368,AMLF,France,Aventure - Action,1997-03-12,21710000,Tous publics,120,2,9,1997,3,11,1
Bean,1342183,3370,Polygram,Grande-Bretagne,Comédie,1997-10-29,18000000,Tous publics,90,4,2,1997,10,44,4
Didier,617354,3371,AMLF,France,Comédie,1997-01-29,8800000,Tous publics,105,5,5,1997,1,5,1
"Alien, la résurrection",1125755,3372,UFD,Etats-Unis,Science Fiction,1997-12-11,70000000,Moins de 12 ans,104,4,6,1997,12,50,4
Sept ans au Tibet,672461,3373,AMLF,Etats-Unis,Aventure - Action,1997-11-26,70000000,Tous publics,135,3,12,1997,11,48,4
Anastasia,575804,3374,UFD,Etats-Unis,Animation,1998-04-02,53000000,Tous publics,85,4,3,1998,4,14,2
Le Mariage de mon meilleur ami,558871,3376,Columbia,Etats-Unis,Romance,1997-01-10,46000000,Tous publics,105,4,13,1997,1,2,1
Scream 2,803391,3377,Bac Films,Etats-Unis,Horreur,1998-08-07,24000000,Moins de 12 ans,122,7,6,1998,8,32,3
Lucie Aubrac,542906,3378,AMLF,France,Drame,1997-02-26,21300000,Tous publics,115,2,9,1997,2,9,1
Volte/Face,470941,3379,GBVI,Etats-Unis,Aventure - Action,1997-10-09,80000000,Moins de 12 ans,139,6,13,1997,10,41,4
"Menteur, menteur",845332,3380,UIP,Etats-Unis,Comédie,1997-06-25,45000000,Tous publics,86,6,13,1997,6,26,2
Batman et Robin,567917,3383,Warner Bros.,Etats-Unis,Comicbook,1997-09-07,110000000,Tous publics,125,10,11,1997,9,36,3
Jackie Brown,473410,3384,Bac Films,Etats-Unis,Drame,1998-01-04,12000000,Tous publics,150,8,5,1998,1,1,1
L'Associé du diable,393335,3385,Warner Bros.,Etats-Unis,Thriller,1998-01-14,57000000,Tous publics,140,9,7,1998,1,3,1
Ennemis rapprochés,471679,3386,Columbia,Etats-Unis,Thriller,1997-03-26,80000000,Tous publics,111,2,15,1997,3,13,1
